23220, 48
23436, 48
23653, 8
23871, 8
24090, 32
24310, 32
24531, 16
24753, 8
24976, 20
25200, 90
25425, 18
25651, 4
25878, 16
26106, 16
26335, 8
26565, 32
26796, 48
27028, 12
27261, 12
27495, 24
27730, 16
27966, 16
28203, 16
28441, 8
28680, 32
28920, 32
29161, 6
29403, 18
29646, 24
29890, 24
30135, 24
30381, 16
30628, 24
30876, 24
31125, 16
31375, 8
31626, 24
31878, 48
32131, 8
32385, 16
32640, 64
32896, 16
33153, 8
33411, 16
33670, 32
33930, 48
34191, 12
34453, 4
34716, 24
34980, 48
35245, 16
35511, 16
35778, 16
36046, 8
36315, 16
36585, 16
36856, 16
37128, 64
37401, 16
37675, 12
37950, 48
38226, 16
38503, 4
38781, 12
39060, 72
39340, 24
39621, 8
39903, 8
40186, 8
40470, 32
40755, 32
41041, 16
41328, 60
41616, 45
41905, 12
42195, 16
42486, 16
42778, 8
43071, 12
43365, 24
43660, 24
43956, 48
44253, 16
44551, 8
44850, 48
45150, 48
45451, 8
45753, 8
46056, 32
46360, 32
46665, 24
46971, 12
47278, 16
47586, 32
47895, 16
48205, 8
48516, 24
48828, 24
49141, 4
49455, 24
49770, 48
50086, 8
50403, 8
50721, 16
51040, 48
51360, 48
51681, 16
52003, 16
52326, 40
52650, 60
52975, 12
53301, 8
53628, 24
53956, 24
54285, 32
54615, 16
54946, 8
55278, 24
55611, 12
55945, 8
56280, 64
56616, 32
56953, 6
57291, 12
57630, 32
57970, 32
58311, 24
58653, 24
58996, 24
59340, 48
59685, 16
60031, 4
60378, 16
60726, 16
61075, 12
61425, 48
61776, 80
62128, 20
62481, 8
62835, 16
63190, 16
63546, 32
63903, 16
64261, 4
64620, 36
64980, 54
65341, 6
65703, 12
66066, 48
66430, 32
66795, 16
67161, 8
67528, 16
67896, 48
68265, 24
68635, 16
69006, 32
69378, 16
69751, 8
70125, 32
70500, 48
70876, 24
71253, 32
71631, 16
72010, 16
72390, 32
72771, 8
73153, 4
73536, 28
73920, 112
74305, 16
74691, 12
75078, 24
75466, 8
75855, 16
76245, 32
76636, 36
77028, 36
77421, 8
77815, 8
78210, 48
78606, 24
79003, 4
79401, 16
79800, 96
80200, 24
80601, 8
81003, 16
81406, 16
81810, 40
82215, 40
82621, 16
83028, 48
83436, 24
83845, 8
84255, 16
84666, 16
85078, 16
85491, 24
85905, 24
86320, 40
86736, 40
87153, 16
87571, 8
87990, 32
88410, 32
88831, 4
89253, 12
89676, 36
90100, 36
90525, 24
90951, 16
91378, 16
91806, 32
92235, 32
92665, 8
93096, 32
93528, 32
93961, 8
94395, 32
94830, 32
95266, 16
95703, 16
96141, 8
96580, 24
97020, 108
97461, 36
97903, 8
98346, 16
98790, 32
99235, 8
99681, 8
100128, 48
100576, 24
101025, 18
101475, 36
101926, 16
102378, 16
102831, 8
103285, 16
103740, 96
104196, 24
104653, 4
105111, 16
105570, 64
106030, 16
106491, 16
106953, 16
107416, 16
107880, 64
108345, 16
108811, 4
109278, 24
109746, 48
110215, 16
110685, 16
111156, 24
111628, 24
112101, 16
112575, 24
113050, 48
113526, 48
114003, 12
114481, 4
114960, 40
115440, 80
115921, 8
116403, 16
116886, 48
117370, 24
117855, 24
118341, 12
118828, 12
119316, 24
119805, 24
120295, 12
120786, 16
121278, 32
121771, 16
122265, 48
122760, 96
123256, 32
123753, 16
124251, 8
124750, 16
125250, 32
125751, 8
126253, 4
126756, 36
127260, 72
127765, 16
128271, 24
128778, 24
129286, 8
129795, 16
130305, 32
130816, 36
131328, 72
131841, 16
132355, 8
132870, 32
133386, 32
133903, 16
134421, 16
134940, 48
135460, 24
135981, 12
136503, 12
137026, 8
137550, 48
138075, 24
138601, 8
139128, 64
139656, 48
140185, 12
140715, 24
141246, 48
141778, 32
142311, 16
142845, 16
143380, 24
143916, 24
144453, 8
144991, 12
145530, 96
146070, 32
146611, 4
147153, 8
147696, 40
148240, 40
148785, 32
149331, 16
149878, 8
150426, 24
150975, 36
151525, 24
152076, 48
152628, 48
153181, 8
153735, 16
154290, 32
154846, 8
155403, 12
155961, 24
156520, 64
157080, 128
157641, 16
158203, 4
158766, 16
159330, 32
159895, 8
160461, 20
161028, 60
161596, 12
162165, 16
162735, 16
163306, 16
163878, 32
164451, 16
165025, 24
165600, 108
166176, 36
166753, 6
167331, 12
167910, 32
168490, 32
169071, 16
169653, 16
170236, 24
170820, 72
171405, 24
171991, 4
172578, 24
173166, 48
173755, 16
174345, 16
174936, 32
175528, 16
176121, 16
176715, 64
177310, 32
177906, 16
178503, 16
179101, 8
179700, 36
180300, 36
180901, 8
181503, 24
182106, 24
182710, 24
183315, 24
183921, 8
184528, 20
185136, 80
185745, 32
186355, 16
186966, 48
187578, 24
188191, 4
188805, 16
189420, 96
190036, 24
190653, 8
191271, 8
191890, 16
192510, 64
193131, 16
193753, 8
194376, 64
195000, 80
195625, 10
196251, 16
196878, 32
197506, 16
198135, 48
198765, 24
199396, 12
200028, 24
200661, 8
201295, 8
201930, 32
202566, 48
203203, 24
203841, 24
204480, 84
205120, 28
205761, 8
206403, 8
207046, 16
207690, 64
208335, 32
208981, 8
209628, 30
210276, 60
210925, 24
211575, 48
212226, 32
212878, 8
213531, 8
214185, 16
214840, 32
215496, 48
216153, 24
216811, 8
217470, 32
218130, 32
218791, 4
219453, 16
220116, 48
220780, 48
221445, 48
222111, 24
222778, 16
223446, 16
224115, 16
224785, 16
225456, 80
226128, 40
226801, 4
227475, 24
228150, 72
228826, 12
229503, 8
230181, 16
230860, 48
231540, 48
232221, 16
232903, 8
233586, 24
234270, 48
234955, 16
235641, 16
236328, 32
237016, 32
237705, 32
238395, 16
239086, 8
239778, 48
240471, 24
241165, 8
241860, 48
242556, 48
243253, 8
243951, 8
244650, 48
245350, 24
246051, 16
246753, 32
247456, 48
248160, 96
248865, 16
249571, 8
250278, 32
250986, 16
251695, 8
252405, 24
253116, 36
253828, 24
254541, 32
255255, 64
255970, 32
256686, 16
257403, 8
258121, 4
258840, 48
259560, 96
260281, 12
261003, 12
261726, 16
262450, 24
263175, 36
263901, 12
264628, 24
265356, 84
266085, 28
266815, 16
267546, 32
268278, 16
269011, 4
269745, 24
270480, 120
271216, 40
271953, 24
272691, 12
273430, 16
274170, 64
274911, 32
275653, 8
276396, 24
277140, 48
277885, 8
278631, 12
279378, 48
280126, 32
280875, 32
281625, 16
282376, 16
283128, 32
283881, 16
284635, 16
285390, 64
286146, 32
286903, 4
287661, 16
288420, 96
289180, 24
289941, 8
290703, 16
291466, 16
292230, 48
292995, 24
293761, 8
294528, 64
295296, 32
296065, 16
296835, 32
297606, 16
298378, 8
299151, 12
299925, 36
300700, 36
301476, 48
302253, 16
303031, 8
303810, 64
304590, 64
305371, 16
306153, 32
306936, 96
307720, 48
308505, 16
309291, 8
310078, 8
310866, 16
311655, 16
312445, 16
313236, 72
314028, 72
314821, 8
315615, 16
316410, 32
317206, 8
318003, 16
318801, 32
319600, 60
320400, 90
321201, 12
322003, 8
322806, 32
323610, 64
324415, 32
325221, 16
326028, 24
326836, 12
327645, 20
328455, 20
329266, 16
330078, 32
330891, 16
331705, 16
332520, 64
333336, 64
334153, 8
334971, 24
335790, 96
336610, 16
337431, 8
338253, 8
339076, 12
339900, 72
340725, 48
341551, 8
342378, 24
343206, 24
344035, 8
344865, 16
345696, 48
346528, 72
347361, 24
348195, 16
349030, 32
349866, 64
350703, 16
351541, 4
352380, 48
353220, 72
354061, 6
354903, 8
355746, 16
356590, 24
357435, 36
358281, 36
359128, 48
359976, 32
360825, 24
361675, 24
362526, 32
363378, 16
364231, 8
365085, 48
365940, 72
366796, 12
367653, 16
368511, 16
369370, 16
370230, 64
371091, 16
371953, 4
372816, 40
373680, 80
374545, 8
375411, 12
376278, 48
377146, 32
378015, 32
378885, 32
379756, 24
380628, 36
381501, 24
382375, 32
383250, 64
384126, 16
385003, 4
385881, 8
386760, 64
387640, 32
388521, 18
389403, 18
390286, 16
391170, 64
392055, 16
392941, 4
393828, 24
394716, 48
395605, 16
396495, 40
397386, 40
398278, 16
399171, 16
400065, 16
400960, 56
401856, 112
402753, 16
403651, 8
404550, 72
405450, 72
406351, 16
407253, 32
408156, 48
409060, 24
409965, 16
410871, 8
411778, 8
412686, 24
413595, 48
414505, 16
415416, 32
416328, 64
417241, 8
418155, 16
419070, 32
419986, 16
420903, 32
421821, 16
422740, 24
423660, 48
424581, 8
425503, 8
426426, 64
427350, 96
428275, 12
429201, 12
430128, 60
431056, 20
431985, 16
432915, 48
433846, 24
434778, 16
435711, 8
436645, 16
437580, 144
438516, 36
439453, 8
440391, 16
441330, 32
442270, 16
443211, 8
444153, 16
445096, 32
446040, 128
446985, 64
447931, 8
448878, 16
449826, 32
450775, 24
451725, 24
452676, 48
453628, 24
454581, 12
455535, 24
456490, 16
457446, 32
458403, 16
459361, 8
460320, 96
461280, 72
462241, 12
463203, 24
464166, 24
465130, 16
466095, 32
467061, 16
468028, 18
468996, 72
469965, 32
470935, 8
471906, 24
472878, 48
473851, 8
474825, 24
475800, 96
476776, 16
477753, 8
478731, 16
479710, 48
480690, 72
481671, 12
482653, 4
483636, 24
484620, 48
485605, 16
486591, 32
487578, 64
488566, 32
489555, 48
490545, 24
491536, 20
492528, 40
493521, 16
494515, 16
495510, 32
496506, 16
497503, 4
498501, 16
499500, 96
500500, 96
501501, 32
502503, 16
503506, 16
504510, 32
505515, 16
506521, 8
507528, 96
508536, 48
509545, 8
510555, 16
511566, 32
512578, 16
513591, 12
514605, 48
515620, 48
516636, 36
517653, 12
518671, 4
519690, 32
520710, 32
521731, 8
522753, 32
523776, 80
524800, 60
525825, 48
526851, 32
527878, 16
528906, 32
529935, 32
530965, 8
531996, 24
533028, 24
534061, 8
535095, 48
536130, 96
537166, 32
538203, 16
539241, 8
540280, 32
541320, 64
542361, 8
543403, 8
544446, 48
545490, 96
546535, 16
547581, 8
548628, 24
549676, 12
550725, 24
551775, 24
552826, 8
553878, 40
554931, 40
555985, 16
557040, 80
558096, 80
559153, 12
560211, 12
561270, 32
562330, 16
563391, 12
564453, 12
565516, 24
566580, 96
567645, 32
568711, 16
569778, 32
570846, 16
571915, 8
572985, 48
574056, 96
575128, 32
576201, 16
577275, 24
578350, 24
579426, 16
580503, 24
581581, 24
582660, 96
583740, 96
584821, 8
585903, 12
586986, 24
588070, 32
589155, 32
590241, 8
591328, 24
592416, 108
593505, 36
594595, 8
595686, 32
596778, 32
597871, 4
598965, 16
600060, 48
601156, 12
602253, 12
603351, 24
604450, 48
605550, 48
606651, 16
607753, 8
608856, 32
609960, 128
611065, 32
612171, 32
613278, 32
614386, 8
615495, 16
616605, 32
617716, 24
618828, 48
619941, 16
621055, 8
622170, 48
623286, 24
624403, 8
625521, 16
626640, 80
627760, 80
628881, 32
630003, 16
631126, 8
632250, 48
633375, 24
634501, 12
635628, 72
636756, 24
637885, 8
639015, 32
640146, 32
641278, 16
642411, 40
643545, 40
644680, 32
645816, 32
646953, 8
648091, 8
649230, 64
650370, 64
651511, 8
652653, 12
653796, 72
654940, 48
656085, 16
657231, 16
658378, 32
659526, 32
660675, 24
661825, 12
662976, 42
664128, 42
665281, 4
666435, 32
667590, 96
668746, 24
669903, 16
671061, 16
672220, 48
673380, 96
674541, 32
675703, 8
676866, 16
678030, 32
679195, 16
680361, 16
681528, 32
682696, 32
683865, 48
685035, 24
686206, 8
687378, 32
688551, 16
689725, 12
690900, 108
692076, 72
693253, 16
694431, 24
695610, 48
696790, 16
697971, 8
699153, 24
700336, 60
701520, 80
702705, 16
703891, 4
705078, 32
706266, 64
707455, 32
708645, 32
709836, 24
711028, 12
712221, 8
713415, 16
714610, 32
715806, 96
717003, 24
718201, 8
719400, 96
720600, 48
721801, 4
723003, 8
724206, 32
725410, 32
726615, 24
727821, 24
729028, 24
730236, 48
731445, 48
732655, 24
733866, 32
735078, 16
736291, 4
737505, 24
738720, 144
739936, 24
741153, 16
742371, 32
743590, 32
744810, 64
746031, 32
747253, 8
748476, 36
749700, 162
750925, 18
752151, 8
753378, 16
754606, 8
755835, 16
757065, 16
758296, 32
759528, 96
760761, 12
761995, 16
763230, 64
764466, 16
765703, 4
766941, 16
768180, 96
769420, 48
770661, 32
771903, 32
773146, 16
774390, 32
775635, 32
776881, 16
778128, 80
779376, 40
780625, 10
781875, 30
783126, 24
784378, 16
785631, 32
786885, 32
788140, 24
789396, 24
790653, 16
791911, 8
793170, 48
794430, 96
795691, 8
796953, 8
798216, 32
799480, 64
800745, 32
802011, 16
803278, 16
804546, 32
805815, 32
807085, 16
808356, 48
809628, 48
810901, 24
812175, 72
813450, 96
814726, 16
816003, 12
817281, 12
818560, 32
819840, 128
821121, 16
822403, 4
823686, 16
824970, 32
826255, 8
827541, 24
828828, 144
830116, 24
831405, 16
832695, 16
833986, 16
835278, 32
836571, 8
837865, 16
839160, 160
840456, 40
841753, 8
843051, 16
844350, 48
845650, 24
846951, 16
848253, 16
849556, 12
850860, 72
852165, 24
853471, 4
854778, 16
856086, 64
857395, 32
858705, 32
860016, 80
861328, 40
862641, 24
863955, 24
865270, 32
866586, 32
867903, 8
869221, 4
870540, 48
871860, 48
873181, 4
874503, 24
875826, 48
877150, 24
878475, 48
879801, 16
881128, 16
882456, 32
883785, 32
885115, 32
886446, 48
887778, 48
889111, 16
890445, 32
891780, 48
893116, 24
894453, 16
895791, 16
897130, 32
898470, 48
899811, 24
901153, 16
902496, 96
903840, 96
905185, 8
906531, 8
907878, 16
909226, 16
910575, 48
911925, 48
913276, 36
914628, 72
915981, 16
917335, 8
918690, 32
920046, 32
921403, 16
922761, 24
924120, 96
925480, 32
926841, 8
928203, 16
929566, 32
930930, 128
932295, 32
933661, 4
935028, 36
936396, 54
937765, 12
939135, 16
940506, 32
941878, 16
943251, 8
944625, 32
946000, 80
947376, 100
948753, 40
950131, 16
951510, 64
952890, 32
954271, 4
955653, 8
957036, 24
958420, 24
959805, 48
961191, 48
962578, 16
963966, 16
965355, 16
966745, 16
968136, 64
969528, 64
970921, 16
972315, 48
973710, 48
975106, 16
976503, 16
977901, 8
979300, 36
980700, 72
982101, 8
983503, 8
984906, 64
986310, 64
987715, 16
989121, 32
990528, 112
991936, 28
993345, 16
994755, 32
996166, 16
997578, 24
998991, 24
